season,teams,lg,salary,link
2007-08,Milwaukee Bucks,NBA,"$7,750,000",https://www.basketball-reference.com//players/w/willima01.html
2008-09,Cleveland Cavaliers,NBA,"$8,353,000",https://www.basketball-reference.com//players/w/willima01.html
2009-10,Cleveland Cavaliers,NBA,"$8,860,000",https://www.basketball-reference.com//players/w/willima01.html
2010-11,Los Angeles Clippers,NBA,"$9,300,000",https://www.basketball-reference.com//players/w/willima01.html
2011-12,Los Angeles Clippers,NBA,"$8,500,000",https://www.basketball-reference.com//players/w/willima01.html
2012-13,Utah Jazz,NBA,"$8,500,000",https://www.basketball-reference.com//players/w/willima01.html
2013-14,Portland Trail Blazers,NBA,"$2,652,000",https://www.basketball-reference.com//players/w/willima01.html
2014-15,Charlotte Hornets,NBA,"$3,750,000",https://www.basketball-reference.com//players/w/willima01.html
2015-16,Cleveland Cavaliers,NBA,"$2,100,000",https://www.basketball-reference.com//players/w/willima01.html
2016-17,Denver Nuggets,NBA,"$2,200,000",https://www.basketball-reference.com//players/w/willima01.html
2006-07,Washington Wizards,NBA,"$771,331",https://www.basketball-reference.com//players/l/langja01.html
2003-04,Indiana Pacers,NBA,"$366,931",https://www.basketball-reference.com//players/j/jonesja02.html
2004-05,Indiana Pacers,NBA,"$620,046",https://www.basketball-reference.com//players/j/jonesja02.html
2005-06,Phoenix Suns,NBA,"$2,400,000",https://www.basketball-reference.com//players/j/jonesja02.html
2006-07,Phoenix Suns,NBA,"$2,650,000",https://www.basketball-reference.com//players/j/jonesja02.html
2007-08,Portland Trail Blazers,NBA,"$2,900,000",https://www.basketball-reference.com//players/j/jonesja02.html
2008-09,Miami Heat,NBA,"$4,010,000",https://www.basketball-reference.com//players/j/jonesja02.html
2009-10,Miami Heat,NBA,"$4,320,000",https://www.basketball-reference.com//players/j/jonesja02.html
2010-11,Miami Heat,NBA,"$1,069,509",https://www.basketball-reference.com//players/j/jonesja02.html
2011-12,Miami Heat,NBA,"$1,500,000",https://www.basketball-reference.com//players/j/jonesja02.html
2012-13,Miami Heat,NBA,"$1,500,000",https://www.basketball-reference.com//players/j/jonesja02.html
2014-15,Cleveland Cavaliers,NBA,"$1,448,490",https://www.basketball-reference.com//players/j/jonesja02.html
2015-16,Cleveland Cavaliers,NBA,"$1,499,000",https://www.basketball-reference.com//players/j/jonesja02.html
2016-17,Cleveland Cavaliers,NBA,"$1,551,659",https://www.basketball-reference.com//players/j/jonesja02.html
2003-04,Philadelphia 76ers,NBA,"$366,931",https://www.basketball-reference.com//players/k/korveky01.html
2004-05,Philadelphia 76ers,NBA,"$620,046",https://www.basketball-reference.com//players/k/korveky01.html
2005-06,Philadelphia 76ers,NBA,"$3,630,363",https://www.basketball-reference.com//players/k/korveky01.html
2006-07,Philadelphia 76ers,NBA,"$4,018,182",https://www.basketball-reference.com//players/k/korveky01.html
2007-08,Utah Jazz,NBA,"$4,400,000",https://www.basketball-reference.com//players/k/korveky01.html
2008-09,Utah Jazz,NBA,"$4,956,818",https://www.basketball-reference.com//players/k/korveky01.html
2009-10,Utah Jazz,NBA,"$5,155,115",https://www.basketball-reference.com//players/k/korveky01.html
2010-11,Chicago Bulls,NBA,"$5,000,000",https://www.basketball-reference.com//players/k/korveky01.html
2011-12,Chicago Bulls,NBA,"$5,000,000",https://www.basketball-reference.com//players/k/korveky01.html
2012-13,Atlanta Hawks,NBA,"$5,000,000",https://www.basketball-reference.com//players/k/korveky01.html
2013-14,Atlanta Hawks,NBA,"$6,760,563",https://www.basketball-reference.com//players/k/korveky01.html
2014-15,Atlanta Hawks,NBA,"$6,253,521",https://www.basketball-reference.com//players/k/korveky01.html
2015-16,Atlanta Hawks,NBA,"$5,746,479",https://www.basketball-reference.com//players/k/korveky01.html
2016-17,Cleveland Cavaliers,NBA,"$5,239,437",https://www.basketball-reference.com//players/k/korveky01.html
2017-18,Cleveland Cavaliers,NBA,"$7,000,000",https://www.basketball-reference.com//players/k/korveky01.html
2018-19,Utah Jazz,NBA,"$7,560,000",https://www.basketball-reference.com//players/k/korveky01.html
2019-20,Phoenix Suns,NBA,"$3,440,000",https://www.basketball-reference.com//players/k/korveky01.html
2019-20,Milwaukee Bucks,NBA,"$2,564,753",https://www.basketball-reference.com//players/k/korveky01.html
2003-04,Boston Celtics,NBA,"$366,931",https://www.basketball-reference.com//players/h/huntebr01.html
2004-05,Orlando Magic,NBA,"$620,046",https://www.basketball-reference.com//players/h/huntebr01.html
2006-07,Seattle SuperSonics,NBA,"$161,061",https://www.basketball-reference.com//players/g/glynian01.html
2004-05,Orlando Magic,NBA,"$4,179,720",https://www.basketball-reference.com//players/h/howardw01.html
2005-06,Orlando Magic,NBA,"$4,493,160",https://www.basketball-reference.com//players/h/howardw01.html
2006-07,Orlando Magic,NBA,"$4,806,720",https://www.basketball-reference.com//players/h/howardw01.html
2007-08,Orlando Magic,NBA,"$6,061,274",https://www.basketball-reference.com//players/h/howardw01.html
2008-09,Orlando Magic,NBA,"$13,758,000",https://www.basketball-reference.com//players/h/howardw01.html
2009-10,Orlando Magic,NBA,"$15,202,590",https://www.basketball-reference.com//players/h/howardw01.html
2010-11,Orlando Magic,NBA,"$16,647,180",https://www.basketball-reference.com//players/h/howardw01.html
2011-12,Orlando Magic,NBA,"$18,091,770",https://www.basketball-reference.com//players/h/howardw01.html
2012-13,Los Angeles Lakers,NBA,"$19,536,360",https://www.basketball-reference.com//players/h/howardw01.html
2013-14,Houston Rockets,NBA,"$20,513,178",https://www.basketball-reference.com//players/h/howardw01.html
2014-15,Houston Rockets,NBA,"$21,436,271",https://www.basketball-reference.com//players/h/howardw01.html
2015-16,Houston Rockets,NBA,"$22,359,364",https://www.basketball-reference.com//players/h/howardw01.html
2016-17,Atlanta Hawks,NBA,"$23,180,275",https://www.basketball-reference.com//players/h/howardw01.html
2017-18,Charlotte Hornets,NBA,"$23,500,000",https://www.basketball-reference.com//players/h/howardw01.html
2018-19,Brooklyn Nets,NBA,"$18,919,725",https://www.basketball-reference.com//players/h/howardw01.html
2018-19,Washington Wizards,NBA,"$5,337,000",https://www.basketball-reference.com//players/h/howardw01.html
2019-20,Memphis Grizzlies,NBA,"$3,039,097",https://www.basketball-reference.com//players/h/howardw01.html
2019-20,Los Angeles Lakers,NBA,"$2,564,753",https://www.basketball-reference.com//players/h/howardw01.html
2020-21,Philadelphia 76ers,NBA,"$2,564,753",https://www.basketball-reference.com//players/h/howardw01.html
2004-05,Charlotte Bobcats,NBA,"$3,739,680",https://www.basketball-reference.com//players/o/okafoem01.html
2005-06,Charlotte Bobcats,NBA,"$4,020,120",https://www.basketball-reference.com//players/o/okafoem01.html
2006-07,Charlotte Bobcats,NBA,"$4,300,560",https://www.basketball-reference.com//players/o/okafoem01.html
2007-08,Charlotte Bobcats,NBA,"$5,427,307",https://www.basketball-reference.com//players/o/okafoem01.html
2008-09,Charlotte Bobcats,NBA,"$9,537,500",https://www.basketball-reference.com//players/o/okafoem01.html
2009-10,New Orleans Hornets,NBA,"$10,538,937",https://www.basketball-reference.com//players/o/okafoem01.html
2010-11,New Orleans Hornets,NBA,"$11,495,000",https://www.basketball-reference.com//players/o/okafoem01.html
2011-12,New Orleans Hornets,NBA,"$12,541,812",https://www.basketball-reference.com//players/o/okafoem01.html
2012-13,Washington Wizards,NBA,"$13,490,000",https://www.basketball-reference.com//players/o/okafoem01.html
2013-14,Phoenix Suns,NBA,"$14,487,500",https://www.basketball-reference.com//players/o/okafoem01.html
2017-18,New Orleans Pelicans,NBA,"$774,914",https://www.basketball-reference.com//players/o/okafoem01.html
2004-05,Chicago Bulls,NBA,"$3,358,320",https://www.basketball-reference.com//players/g/gordobe01.html
2005-06,Chicago Bulls,NBA,"$3,610,200",https://www.basketball-reference.com//players/g/gordobe01.html
2006-07,Chicago Bulls,NBA,"$3,862,080",https://www.basketball-reference.com//players/g/gordobe01.html
2007-08,Chicago Bulls,NBA,"$4,881,669",https://www.basketball-reference.com//players/g/gordobe01.html
2008-09,Chicago Bulls,NBA,"$6,404,750",https://www.basketball-reference.com//players/g/gordobe01.html
2009-10,Detroit Pistons,NBA,"$10,000,000",https://www.basketball-reference.com//players/g/gordobe01.html
2010-11,Detroit Pistons,NBA,"$10,800,000",https://www.basketball-reference.com//players/g/gordobe01.html
2011-12,Detroit Pistons,NBA,"$11,600,000",https://www.basketball-reference.com//players/g/gordobe01.html
2012-13,Charlotte Bobcats,NBA,"$12,400,000",https://www.basketball-reference.com//players/g/gordobe01.html
2013-14,Charlotte Bobcats,NBA,"$13,200,000",https://www.basketball-reference.com//players/g/gordobe01.html
2014-15,Orlando Magic,NBA,"$4,500,000",https://www.basketball-reference.com//players/g/gordobe01.html
2004-05,Los Angeles Clippers,NBA,"$3,027,840",https://www.basketball-reference.com//players/l/livinsh01.html
2005-06,Los Angeles Clippers,NBA,"$3,254,880",https://www.basketball-reference.com//players/l/livinsh01.html
2006-07,Los Angeles Clippers,NBA,"$3,481,920",https://www.basketball-reference.com//players/l/livinsh01.html
2007-08,Los Angeles Clippers,NBA,"$4,404,629",https://www.basketball-reference.com//players/l/livinsh01.html
2008-09,Memphis Grizzlies,NBA,"$370,000",https://www.basketball-reference.com//players/l/livinsh01.html
2009-10,Oklahoma City Thunder,NBA,"$296,695",https://www.basketball-reference.com//players/l/livinsh01.html
2010-11,Charlotte Bobcats,NBA,"$3,500,000",https://www.basketball-reference.com//players/l/livinsh01.html
2011-12,Milwaukee Bucks,NBA,"$3,500,000",https://www.basketball-reference.com//players/l/livinsh01.html
2012-13,Houston Rockets,NBA,"$1,000,000",https://www.basketball-reference.com//players/l/livinsh01.html
2012-13,Cleveland Cavaliers,NBA,"$768,720",https://www.basketball-reference.com//players/l/livinsh01.html
2012-13,Washington Wizards,NBA,"$256,240",https://www.basketball-reference.com//players/l/livinsh01.html
2013-14,Brooklyn Nets,NBA,"$1,272,279",https://www.basketball-reference.com//players/l/livinsh01.html
2014-15,Golden State Warriors,NBA,"$5,305,000",https://www.basketball-reference.com//players/l/livinsh01.html
2015-16,Golden State Warriors,NBA,"$5,543,725",https://www.basketball-reference.com//players/l/livinsh01.html
2016-17,Golden State Warriors,NBA,"$5,782,450",https://www.basketball-reference.com//players/l/livinsh01.html
2017-18,Golden State Warriors,NBA,"$7,692,308",https://www.basketball-reference.com//players/l/livinsh01.html
2018-19,Golden State Warriors,NBA,"$8,307,692",https://www.basketball-reference.com//players/l/livinsh01.html
2019-20,Golden State Warriors,NBA,"$666,667",https://www.basketball-reference.com//players/l/livinsh01.html
2020-21,Golden State Warriors,NBA,"$666,667",https://www.basketball-reference.com//players/l/livinsh01.html
2004-05,Dallas Mavericks,NBA,"$2,741,880",https://www.basketball-reference.com//players/h/harride01.html
2005-06,Dallas Mavericks,NBA,"$2,947,440",https://www.basketball-reference.com//players/h/harride01.html
2006-07,Dallas Mavericks,NBA,"$3,153,120",https://www.basketball-reference.com//players/h/harride01.html
2007-08,New Jersey Nets,NBA,"$3,995,003",https://www.basketball-reference.com//players/h/harride01.html
2008-09,New Jersey Nets,NBA,"$7,800,000",https://www.basketball-reference.com//players/h/harride01.html
2009-10,New Jersey Nets,NBA,"$8,400,000",https://www.basketball-reference.com//players/h/harride01.html
2010-11,Utah Jazz,NBA,"$8,981,000",https://www.basketball-reference.com//players/h/harride01.html
2011-12,Utah Jazz,NBA,"$9,319,000",https://www.basketball-reference.com//players/h/harride01.html
2012-13,Atlanta Hawks,NBA,"$8,500,000",https://www.basketball-reference.com//players/h/harride01.html
2013-14,Dallas Mavericks,NBA,"$1,272,279",https://www.basketball-reference.com//players/h/harride01.html
2014-15,Dallas Mavericks,NBA,"$3,878,000",https://www.basketball-reference.com//players/h/harride01.html
2015-16,Dallas Mavericks,NBA,"$4,053,000",https://www.basketball-reference.com//players/h/harride01.html
2016-17,Dallas Mavericks,NBA,"$4,228,000",https://www.basketball-reference.com//players/h/harride01.html
2017-18,Denver Nuggets,NBA,"$4,402,546",https://www.basketball-reference.com//players/h/harride01.html
2018-19,Dallas Mavericks,NBA,"$2,393,887",https://www.basketball-reference.com//players/h/harride01.html
2004-05,Atlanta Hawks,NBA,"$2,490,360",https://www.basketball-reference.com//players/c/childjo01.html
2005-06,Atlanta Hawks,NBA,"$2,677,200",https://www.basketball-reference.com//players/c/childjo01.html
2006-07,Atlanta Hawks,NBA,"$2,863,920",https://www.basketball-reference.com//players/c/childjo01.html
2007-08,Atlanta Hawks,NBA,"$3,631,449",https://www.basketball-reference.com//players/c/childjo01.html
2010-11,Phoenix Suns,NBA,"$6,500,000",https://www.basketball-reference.com//players/c/childjo01.html
2011-12,Phoenix Suns,NBA,"$6,000,000",https://www.basketball-reference.com//players/c/childjo01.html
2012-13,Phoenix Suns,NBA,"$7,000,000",https://www.basketball-reference.com//players/c/childjo01.html
2012-13,Brooklyn Nets,NBA,"$377,474",https://www.basketball-reference.com//players/c/childjo01.html
2014-15,Phoenix Suns,NBA,"$7,317,500",https://www.basketball-reference.com//players/c/childjo01.html
2004-05,Chicago Bulls,NBA,"$2,273,400",https://www.basketball-reference.com//players/d/denglu01.html
2005-06,Chicago Bulls,NBA,"$2,443,920",https://www.basketball-reference.com//players/d/denglu01.html
2006-07,Chicago Bulls,NBA,"$2,614,440",https://www.basketball-reference.com//players/d/denglu01.html
2007-08,Chicago Bulls,NBA,"$3,320,339",https://www.basketball-reference.com//players/d/denglu01.html
2008-09,Chicago Bulls,NBA,"$9,385,000",https://www.basketball-reference.com//players/d/denglu01.html
2009-10,Chicago Bulls,NBA,"$10,370,425",https://www.basketball-reference.com//players/d/denglu01.html
2010-11,Chicago Bulls,NBA,"$11,345,000",https://www.basketball-reference.com//players/d/denglu01.html
2011-12,Chicago Bulls,NBA,"$12,325,000",https://www.basketball-reference.com//players/d/denglu01.html
2012-13,Chicago Bulls,NBA,"$13,305,000",https://www.basketball-reference.com//players/d/denglu01.html
2013-14,Chicago Bulls,NBA,"$14,275,000",https://www.basketball-reference.com//players/d/denglu01.html
2014-15,Miami Heat,NBA,"$9,714,461",https://www.basketball-reference.com//players/d/denglu01.html
2015-16,Miami Heat,NBA,"$10,151,612",https://www.basketball-reference.com//players/d/denglu01.html
2016-17,Los Angeles Lakers,NBA,"$18,000,000",https://www.basketball-reference.com//players/d/denglu01.html
2017-18,Los Angeles Lakers,NBA,"$17,190,000",https://www.basketball-reference.com//players/d/denglu01.html
2018-19,Los Angeles Lakers,NBA,"$14,354,067",https://www.basketball-reference.com//players/d/denglu01.html
2018-19,Minnesota Timberwolves,NBA,"$2,393,887",https://www.basketball-reference.com//players/d/denglu01.html
2019-20,Los Angeles Lakers,NBA,"$5,000,000",https://www.basketball-reference.com//players/d/denglu01.html
2020-21,Los Angeles Lakers,NBA,"$5,000,000",https://www.basketball-reference.com//players/d/denglu01.html
2004-05,Toronto Raptors,NBA,"$2,082,720",https://www.basketball-reference.com//players/a/araujra01.html
2005-06,Toronto Raptors,NBA,"$2,238,960",https://www.basketball-reference.com//players/a/araujra01.html
2006-07,Utah Jazz,NBA,"$2,395,200",https://www.basketball-reference.com//players/a/araujra01.html
2004-05,Philadelphia 76ers,NBA,"$1,914,480",https://www.basketball-reference.com//players/i/iguodan01.html
2005-06,Philadelphia 76ers,NBA,"$2,058,000",https://www.basketball-reference.com//players/i/iguodan01.html
2006-07,Philadelphia 76ers,NBA,"$2,201,640",https://www.basketball-reference.com//players/i/iguodan01.html
2007-08,Philadelphia 76ers,NBA,"$2,804,889",https://www.basketball-reference.com//players/i/iguodan01.html
2008-09,Philadelphia 76ers,NBA,"$11,300,000",https://www.basketball-reference.com//players/i/iguodan01.html
2009-10,Philadelphia 76ers,NBA,"$12,200,000",https://www.basketball-reference.com//players/i/iguodan01.html
2010-11,Philadelphia 76ers,NBA,"$12,345,250",https://www.basketball-reference.com//players/i/iguodan01.html
2011-12,Philadelphia 76ers,NBA,"$13,531,750",https://www.basketball-reference.com//players/i/iguodan01.html
2012-13,Denver Nuggets,NBA,"$14,968,250",https://www.basketball-reference.com//players/i/iguodan01.html
2013-14,Golden State Warriors,NBA,"$12,868,632",https://www.basketball-reference.com//players/i/iguodan01.html
2014-15,Golden State Warriors,NBA,"$12,289,544",https://www.basketball-reference.com//players/i/iguodan01.html
2015-16,Golden State Warriors,NBA,"$11,710,456",https://www.basketball-reference.com//players/i/iguodan01.html
2016-17,Golden State Warriors,NBA,"$11,131,368",https://www.basketball-reference.com//players/i/iguodan01.html
2017-18,Golden State Warriors,NBA,"$14,814,815",https://www.basketball-reference.com//players/i/iguodan01.html
2018-19,Golden State Warriors,NBA,"$16,000,000",https://www.basketball-reference.com//players/i/iguodan01.html
2019-20,Miami Heat,NBA,"$17,185,185",https://www.basketball-reference.com//players/i/iguodan01.html
2020-21,Miami Heat,NBA,"$15,000,000",https://www.basketball-reference.com//players/i/iguodan01.html
2004-05,Cleveland Cavaliers,NBA,"$1,818,720",https://www.basketball-reference.com//players/j/jackslu02.html
2005-06,Cleveland Cavaliers,NBA,"$1,955,160",https://www.basketball-reference.com//players/j/jackslu02.html
2006-07,Boston Celtics,NBA,"$2,091,480",https://www.basketball-reference.com//players/j/jackslu02.html
2006-07,Los Angeles Clippers,NBA,"$40,501",https://www.basketball-reference.com//players/j/jackslu02.html
2007-08,Miami Heat,NBA,"$279,415",https://www.basketball-reference.com//players/j/jackslu02.html
2004-05,Golden State Warriors,NBA,"$1,727,760",https://www.basketball-reference.com//players/b/biedran01.html
2005-06,Golden State Warriors,NBA,"$1,857,360",https://www.basketball-reference.com//players/b/biedran01.html
2006-07,Golden State Warriors,NBA,"$1,986,960",https://www.basketball-reference.com//players/b/biedran01.html
2007-08,Golden State Warriors,NBA,"$2,636,696",https://www.basketball-reference.com//players/b/biedran01.html
2008-09,Golden State Warriors,NBA,"$9,000,000",https://www.basketball-reference.com//players/b/biedran01.html
2009-10,Golden State Warriors,NBA,"$9,000,000",https://www.basketball-reference.com//players/b/biedran01.html
2010-11,Golden State Warriors,NBA,"$9,000,000",https://www.basketball-reference.com//players/b/biedran01.html
2011-12,Golden State Warriors,NBA,"$9,000,000",https://www.basketball-reference.com//players/b/biedran01.html
2012-13,Golden State Warriors,NBA,"$9,000,000",https://www.basketball-reference.com//players/b/biedran01.html
2013-14,Utah Jazz,NBA,"$9,000,000",https://www.basketball-reference.com//players/b/biedran01.html
2004-05,Seattle SuperSonics,NBA,"$1,641,360",https://www.basketball-reference.com//players/s/swiftro01.html
2005-06,Seattle SuperSonics,NBA,"$1,764,480",https://www.basketball-reference.com//players/s/swiftro01.html
2006-07,Seattle SuperSonics,NBA,"$1,887,600",https://www.basketball-reference.com//players/s/swiftro01.html
2007-08,Seattle SuperSonics,NBA,"$2,601,113",https://www.basketball-reference.com//players/s/swiftro01.html
2008-09,Oklahoma City Thunder,NBA,"$3,579,131",https://www.basketball-reference.com//players/s/swiftro01.html
2004-05,Portland Trail Blazers,NBA,"$1,559,280",https://www.basketball-reference.com//players/t/telfase01.html
2005-06,Portland Trail Blazers,NBA,"$1,676,280",https://www.basketball-reference.com//players/t/telfase01.html
2006-07,Boston Celtics,NBA,"$1,793,160",https://www.basketball-reference.com//players/t/telfase01.html
2007-08,Minnesota Timberwolves,NBA,"$2,562,426",https://www.basketball-reference.com//players/t/telfase01.html
2008-09,Minnesota Timberwolves,NBA,"$2,300,000",https://www.basketball-reference.com//players/t/telfase01.html
2009-10,Cleveland Cavaliers,NBA,"$2,500,000",https://www.basketball-reference.com//players/t/telfase01.html
2010-11,Minnesota Timberwolves,NBA,"$2,700,000",https://www.basketball-reference.com//players/t/telfase01.html
2011-12,Phoenix Suns,NBA,"$1,500,000",https://www.basketball-reference.com//players/t/telfase01.html
2012-13,Toronto Raptors,NBA,"$1,567,500",https://www.basketball-reference.com//players/t/telfase01.html
2014-15,Oklahoma City Thunder,NBA,"$915,243",https://www.basketball-reference.com//players/t/telfase01.html
2004-05,Utah Jazz,NBA,"$1,481,400",https://www.basketball-reference.com//players/h/humphkr01.html
2005-06,Utah Jazz,NBA,"$1,592,400",https://www.basketball-reference.com//players/h/humphkr01.html
2006-07,Toronto Raptors,NBA,"$1,703,520",https://www.basketball-reference.com//players/h/humphkr01.html
2007-08,Toronto Raptors,NBA,"$2,522,913",https://www.basketball-reference.com//players/h/humphkr01.html
2008-09,Toronto Raptors,NBA,"$3,200,000",https://www.basketball-reference.com//players/h/humphkr01.html
2009-10,New Jersey Nets,NBA,"$3,200,000",https://www.basketball-reference.com//players/h/humphkr01.html
2010-11,New Jersey Nets,NBA,"$3,200,000",https://www.basketball-reference.com//players/h/humphkr01.html
2011-12,New Jersey Nets,NBA,"$8,000,000",https://www.basketball-reference.com//players/h/humphkr01.html
2012-13,Brooklyn Nets,NBA,"$12,000,000",https://www.basketball-reference.com//players/h/humphkr01.html
2013-14,Boston Celtics,NBA,"$12,000,000",https://www.basketball-reference.com//players/h/humphkr01.html
2014-15,Washington Wizards,NBA,"$4,300,000",https://www.basketball-reference.com//players/h/humphkr01.html
2015-16,Phoenix Suns,NBA,"$4,600,000",https://www.basketball-reference.com//players/h/humphkr01.html
2015-16,Atlanta Hawks,NBA,"$388,025",https://www.basketball-reference.com//players/h/humphkr01.html
2016-17,Atlanta Hawks,NBA,"$4,000,000",https://www.basketball-reference.com//players/h/humphkr01.html
2004-05,Boston Celtics,NBA,"$1,407,240",https://www.basketball-reference.com//players/j/jeffeal01.html
2005-06,Boston Celtics,NBA,"$1,512,840",https://www.basketball-reference.com//players/j/jeffeal01.html
2006-07,Boston Celtics,NBA,"$1,618,320",https://www.basketball-reference.com//players/j/jeffeal01.html
2007-08,Minnesota Timberwolves,NBA,"$2,480,885",https://www.basketball-reference.com//players/j/jeffeal01.html
2008-09,Minnesota Timberwolves,NBA,"$11,000,000",https://www.basketball-reference.com//players/j/jeffeal01.html
2009-10,Minnesota Timberwolves,NBA,"$12,000,000",https://www.basketball-reference.com//players/j/jeffeal01.html
2010-11,Utah Jazz,NBA,"$13,000,000",https://www.basketball-reference.com//players/j/jeffeal01.html
2011-12,Utah Jazz,NBA,"$14,000,000",https://www.basketball-reference.com//players/j/jeffeal01.html
2012-13,Utah Jazz,NBA,"$15,000,000",https://www.basketball-reference.com//players/j/jeffeal01.html
2013-14,Charlotte Bobcats,NBA,"$13,500,000",https://www.basketball-reference.com//players/j/jeffeal01.html
2014-15,Charlotte Hornets,NBA,"$13,666,667",https://www.basketball-reference.com//players/j/jeffeal01.html
2015-16,Charlotte Hornets,NBA,"$13,833,333",https://www.basketball-reference.com//players/j/jeffeal01.html
2016-17,Indiana Pacers,NBA,"$10,230,179",https://www.basketball-reference.com//players/j/jeffeal01.html
2017-18,Indiana Pacers,NBA,"$9,769,821",https://www.basketball-reference.com//players/j/jeffeal01.html
2018-19,Indiana Pacers,NBA,"$4,000,000",https://www.basketball-reference.com//players/j/jeffeal01.html
2004-05,Utah Jazz,NBA,"$1,336,920",https://www.basketball-reference.com//players/s/snydeki01.html
2005-06,New Orleans/Oklahoma City Hornets,NBA,"$1,437,240",https://www.basketball-reference.com//players/s/snydeki01.html
2006-07,Houston Rockets,NBA,"$1,537,440",https://www.basketball-reference.com//players/s/snydeki01.html
2007-08,Minnesota Timberwolves,NBA,"$2,358,433",https://www.basketball-reference.com//players/s/snydeki01.html
2004-05,Atlanta Hawks,NBA,"$1,270,080",https://www.basketball-reference.com//players/s/smithjo03.html
2005-06,Atlanta Hawks,NBA,"$1,365,360",https://www.basketball-reference.com//players/s/smithjo03.html
2006-07,Atlanta Hawks,NBA,"$1,460,640",https://www.basketball-reference.com//players/s/smithjo03.html
2007-08,Atlanta Hawks,NBA,"$2,243,543",https://www.basketball-reference.com//players/s/smithjo03.html
2008-09,Atlanta Hawks,NBA,"$10,000,000",https://www.basketball-reference.com//players/s/smithjo03.html
2009-10,Atlanta Hawks,NBA,"$10,800,000",https://www.basketball-reference.com//players/s/smithjo03.html
2010-11,Atlanta Hawks,NBA,"$11,600,000",https://www.basketball-reference.com//players/s/smithjo03.html
2011-12,Atlanta Hawks,NBA,"$12,400,000",https://www.basketball-reference.com//players/s/smithjo03.html
2012-13,Atlanta Hawks,NBA,"$13,200,000",https://www.basketball-reference.com//players/s/smithjo03.html
2013-14,Detroit Pistons,NBA,"$13,500,000",https://www.basketball-reference.com//players/s/smithjo03.html
2014-15,Detroit Pistons,NBA,"$14,000,000",https://www.basketball-reference.com//players/s/smithjo03.html
2014-15,Houston Rockets,NBA,"$2,077,000",https://www.basketball-reference.com//players/s/smithjo03.html
2015-16,Detroit Pistons,NBA,"$5,400,000",https://www.basketball-reference.com//players/s/smithjo03.html
2015-16,Houston Rockets,NBA,"$1,499,000",https://www.basketball-reference.com//players/s/smithjo03.html
2016-17,Detroit Pistons,NBA,"$5,400,000",https://www.basketball-reference.com//players/s/smithjo03.html
2017-18,Detroit Pistons,NBA,"$5,331,729",https://www.basketball-reference.com//players/s/smithjo03.html
2017-18,New Orleans Pelicans,NBA,"$210,500",https://www.basketball-reference.com//players/s/smithjo03.html
2018-19,Detroit Pistons,NBA,"$5,331,729",https://www.basketball-reference.com//players/s/smithjo03.html
2019-20,Detroit Pistons,NBA,"$5,331,729",https://www.basketball-reference.com//players/s/smithjo03.html
2004-05,New Orleans Hornets,NBA,"$1,206,600",https://www.basketball-reference.com//players/s/smithjr01.html
2005-06,New Orleans/Oklahoma City Hornets,NBA,"$1,297,080",https://www.basketball-reference.com//players/s/smithjr01.html
2006-07,Denver Nuggets,NBA,"$1,387,560",https://www.basketball-reference.com//players/s/smithjr01.html
2007-08,Denver Nuggets,NBA,"$2,134,067",https://www.basketball-reference.com//players/s/smithjr01.html
2008-09,Denver Nuggets,NBA,"$4,985,001",https://www.basketball-reference.com//players/s/smithjr01.html
2009-10,Denver Nuggets,NBA,"$5,508,426",https://www.basketball-reference.com//players/s/smithjr01.html
2010-11,Denver Nuggets,NBA,"$6,757,851",https://www.basketball-reference.com//players/s/smithjr01.html
2011-12,New York Knicks,NBA,"$2,382,353",https://www.basketball-reference.com//players/s/smithjr01.html
2012-13,New York Knicks,NBA,"$2,806,452",https://www.basketball-reference.com//players/s/smithjr01.html
2013-14,New York Knicks,NBA,"$5,565,000",https://www.basketball-reference.com//players/s/smithjr01.html
2014-15,Cleveland Cavaliers,NBA,"$6,516,000",https://www.basketball-reference.com//players/s/smithjr01.html
2015-16,Cleveland Cavaliers,NBA,"$5,000,000",https://www.basketball-reference.com//players/s/smithjr01.html
2016-17,Cleveland Cavaliers,NBA,"$12,800,000",https://www.basketball-reference.com//players/s/smithjr01.html
2017-18,Cleveland Cavaliers,NBA,"$13,760,000",https://www.basketball-reference.com//players/s/smithjr01.html
2018-19,Cleveland Cavaliers,NBA,"$14,720,000",https://www.basketball-reference.com//players/s/smithjr01.html
2019-20,Cleveland Cavaliers,NBA,"$1,456,667",https://www.basketball-reference.com//players/s/smithjr01.html
2019-20,Los Angeles Lakers,NBA,"$289,803",https://www.basketball-reference.com//players/s/smithjr01.html
2020-21,Cleveland Cavaliers,NBA,"$1,456,667",https://www.basketball-reference.com//players/s/smithjr01.html
2004-05,Miami Heat,NBA,"$1,152,240",https://www.basketball-reference.com//players/w/wrighdo01.html
2005-06,Miami Heat,NBA,"$1,238,640",https://www.basketball-reference.com//players/w/wrighdo01.html
2006-07,Miami Heat,NBA,"$1,325,160",https://www.basketball-reference.com//players/w/wrighdo01.html
2007-08,Miami Heat,NBA,"$2,040,746",https://www.basketball-reference.com//players/w/wrighdo01.html
2008-09,Miami Heat,NBA,"$2,612,835",https://www.basketball-reference.com//players/w/wrighdo01.html
2009-10,Miami Heat,NBA,"$2,750,000",https://www.basketball-reference.com//players/w/wrighdo01.html
2010-11,Golden State Warriors,NBA,"$3,500,000",https://www.basketball-reference.com//players/w/wrighdo01.html
