season,teams,lg,salary,link
1993-94,Minnesota Timberwolves,NBA,"$1,275,000",https://www.basketball-reference.com//players/w/westdo01.html
1994-95,Minnesota Timberwolves,NBA,"$1,275,000",https://www.basketball-reference.com//players/w/westdo01.html
1995-96,Minnesota Timberwolves,NBA,"$1,900,000",https://www.basketball-reference.com//players/w/westdo01.html
1996-97,Minnesota Timberwolves,NBA,"$2,155,000",https://www.basketball-reference.com//players/w/westdo01.html
1997-98,Minnesota Timberwolves,NBA,"$2,535,000",https://www.basketball-reference.com//players/w/westdo01.html
1998-99,Vancouver Grizzlies,NBA,"$2,915,000",https://www.basketball-reference.com//players/w/westdo01.html
1999-00,Vancouver Grizzlies,NBA,"$3,295,000",https://www.basketball-reference.com//players/w/westdo01.html
2000-01,Vancouver Grizzlies,NBA,"$3,680,000",https://www.basketball-reference.com//players/w/westdo01.html
1992-93,Boston Celtics,NBA,"$711,000",https://www.basketball-reference.com//players/r/radjadi01.html
1993-94,Boston Celtics,NBA,"$1,650,000",https://www.basketball-reference.com//players/r/radjadi01.html
1994-95,Boston Celtics,NBA,"$2,145,000",https://www.basketball-reference.com//players/r/radjadi01.html
1995-96,Boston Celtics,NBA,"$2,640,000",https://www.basketball-reference.com//players/r/radjadi01.html
1996-97,Boston Celtics,NBA,"$5,313,000",https://www.basketball-reference.com//players/r/radjadi01.html
1997-98,Boston Celtics,NBA,"$2,500,000",https://www.basketball-reference.com//players/r/radjadi01.html
1998-99,Boston Celtics,NBA,"$2,500,000",https://www.basketball-reference.com//players/r/radjadi01.html
1999-00,Boston Celtics,NBA,"$2,270,500",https://www.basketball-reference.com//players/r/radjadi01.html
1990-91,Cleveland Cavaliers,NBA,"$630,000",https://www.basketball-reference.com//players/b/brownch01.html
1991-92,Cleveland Cavaliers,NBA,"$640,000",https://www.basketball-reference.com//players/b/brownch01.html
1992-93,New Jersey Nets,NBA,"$140,000",https://www.basketball-reference.com//players/b/brownch01.html
1995-96,Houston Rockets,NBA,"$425,000",https://www.basketball-reference.com//players/b/brownch01.html
1996-97,Milwaukee Bucks,NBA,"$500,000",https://www.basketball-reference.com//players/b/brownch01.html
1997-98,Atlanta Hawks,NBA,"$272,250",https://www.basketball-reference.com//players/b/brownch01.html
1998-99,Charlotte Hornets,NBA,"$850,000",https://www.basketball-reference.com//players/b/brownch01.html
1999-00,Charlotte Hornets,NBA,"$510,000",https://www.basketball-reference.com//players/b/brownch01.html
1990-91,Charlotte Hornets,NBA,"$75,000",https://www.basketball-reference.com//players/h/haffnsc01.html
1992-93,Chicago Bulls,NBA,"$8,000",https://www.basketball-reference.com//players/b/blantri01.html
1990-91,Washington Bullets,NBA,"$120,000",https://www.basketball-reference.com//players/w/workmha01.html
1991-92,Washington Bullets,NBA,"$250,000",https://www.basketball-reference.com//players/w/workmha01.html
1993-94,Indiana Pacers,NBA,"$320,000",https://www.basketball-reference.com//players/w/workmha01.html
1994-95,Indiana Pacers,NBA,"$400,000",https://www.basketball-reference.com//players/w/workmha01.html
1995-96,Indiana Pacers,NBA,"$900,000",https://www.basketball-reference.com//players/w/workmha01.html
1996-97,Indiana Pacers,NBA,"$1,080,000",https://www.basketball-reference.com//players/w/workmha01.html
1997-98,Indiana Pacers,NBA,"$1,260,000",https://www.basketball-reference.com//players/w/workmha01.html
1998-99,Indiana Pacers,NBA,"$1,440,000",https://www.basketball-reference.com//players/w/workmha01.html
1998-99,Milwaukee Bucks,NBA,"$600,000",https://www.basketball-reference.com//players/w/workmha01.html
1999-00,Milwaukee Bucks,NBA,"$510,000",https://www.basketball-reference.com//players/w/workmha01.html
1990-91,New York Knicks,NBA,"$360,000",https://www.basketball-reference.com//players/q/quinnbr01.html
1991-92,New York Knicks,NBA,"$450,000",https://www.basketball-reference.com//players/q/quinnbr01.html
1990-91,New York Knicks,NBA,"$300,000",https://www.basketball-reference.com//players/g/grantgr01.html
1992-93,Philadelphia 76ers,NBA,"$270,000",https://www.basketball-reference.com//players/g/grantgr01.html
1994-95,Orlando Magic,NBA,"$150,000",https://www.basketball-reference.com//players/g/grantgr01.html
1990-91,New Jersey Nets,NBA,"$2,100,000",https://www.basketball-reference.com//players/c/colemde01.html
1991-92,New Jersey Nets,NBA,"$2,300,000",https://www.basketball-reference.com//players/c/colemde01.html
1992-93,New Jersey Nets,NBA,"$2,870,000",https://www.basketball-reference.com//players/c/colemde01.html
1993-94,New Jersey Nets,NBA,"$3,440,000",https://www.basketball-reference.com//players/c/colemde01.html
1994-95,New Jersey Nets,NBA,"$4,212,000",https://www.basketball-reference.com//players/c/colemde01.html
1995-96,Philadelphia 76ers,NBA,"$5,476,000",https://www.basketball-reference.com//players/c/colemde01.html
1996-97,Philadelphia 76ers,NBA,"$6,739,000",https://www.basketball-reference.com//players/c/colemde01.html
1997-98,Philadelphia 76ers,NBA,"$8,002,800",https://www.basketball-reference.com//players/c/colemde01.html
1998-99,Charlotte Hornets,NBA,"$6,667,000",https://www.basketball-reference.com//players/c/colemde01.html
1998-99,Philadelphia 76ers,NBA,"$5,600,000",https://www.basketball-reference.com//players/c/colemde01.html
1999-00,Charlotte Hornets,NBA,"$7,370,000",https://www.basketball-reference.com//players/c/colemde01.html
2000-01,Charlotte Hornets,NBA,"$8,000,000",https://www.basketball-reference.com//players/c/colemde01.html
2001-02,Philadelphia 76ers,NBA,"$8,710,000",https://www.basketball-reference.com//players/c/colemde01.html
2002-03,Philadelphia 76ers,NBA,"$9,380,000",https://www.basketball-reference.com//players/c/colemde01.html
2003-04,Philadelphia 76ers,NBA,"$4,000,000",https://www.basketball-reference.com//players/c/colemde01.html
2004-05,Detroit Pistons,NBA,"$4,500,000",https://www.basketball-reference.com//players/c/colemde01.html
2005-06,Detroit Pistons,NBA,"$2,000,000",https://www.basketball-reference.com//players/c/colemde01.html
1990-91,Seattle SuperSonics,NBA,"$1,685,000",https://www.basketball-reference.com//players/p/paytoga01.html
1991-92,Seattle SuperSonics,NBA,"$1,883,000",https://www.basketball-reference.com//players/p/paytoga01.html
1992-93,Seattle SuperSonics,NBA,"$2,183,000",https://www.basketball-reference.com//players/p/paytoga01.html
1993-94,Seattle SuperSonics,NBA,"$2,383,000",https://www.basketball-reference.com//players/p/paytoga01.html
1994-95,Seattle SuperSonics,NBA,"$2,583,300",https://www.basketball-reference.com//players/p/paytoga01.html
1995-96,Seattle SuperSonics,NBA,"$2,783,000",https://www.basketball-reference.com//players/p/paytoga01.html
1996-97,Seattle SuperSonics,NBA,"$10,212,000",https://www.basketball-reference.com//players/p/paytoga01.html
1997-98,Seattle SuperSonics,NBA,"$10,514,688",https://www.basketball-reference.com//players/p/paytoga01.html
1998-99,Seattle SuperSonics,NBA,"$8,715,000",https://www.basketball-reference.com//players/p/paytoga01.html
1999-00,Seattle SuperSonics,NBA,"$11,020,473",https://www.basketball-reference.com//players/p/paytoga01.html
2000-01,Seattle SuperSonics,NBA,"$12,200,000",https://www.basketball-reference.com//players/p/paytoga01.html
2001-02,Seattle SuperSonics,NBA,"$12,926,493",https://www.basketball-reference.com//players/p/paytoga01.html
2002-03,Seattle SuperSonics,NBA,"$12,636,117",https://www.basketball-reference.com//players/p/paytoga01.html
2003-04,Los Angeles Lakers,NBA,"$4,917,000",https://www.basketball-reference.com//players/p/paytoga01.html
2004-05,Boston Celtics,NBA,"$5,408,700",https://www.basketball-reference.com//players/p/paytoga01.html
2005-06,Miami Heat,NBA,"$1,138,500",https://www.basketball-reference.com//players/p/paytoga01.html
2006-07,Miami Heat,NBA,"$1,178,348",https://www.basketball-reference.com//players/p/paytoga01.html
1990-91,Denver Nuggets,NBA,"$1,660,000",https://www.basketball-reference.com//players/a/abdulma02.html
1991-92,Denver Nuggets,NBA,"$2,008,000",https://www.basketball-reference.com//players/a/abdulma02.html
1992-93,Denver Nuggets,NBA,"$2,358,000",https://www.basketball-reference.com//players/a/abdulma02.html
1993-94,Denver Nuggets,NBA,"$1,825,000",https://www.basketball-reference.com//players/a/abdulma02.html
1994-95,Denver Nuggets,NBA,"$2,200,000",https://www.basketball-reference.com//players/a/abdulma02.html
1995-96,Denver Nuggets,NBA,"$2,600,000",https://www.basketball-reference.com//players/a/abdulma02.html
1996-97,Sacramento Kings,NBA,"$3,100,000",https://www.basketball-reference.com//players/a/abdulma02.html
1997-98,Sacramento Kings,NBA,"$3,300,000",https://www.basketball-reference.com//players/a/abdulma02.html
2000-01,Vancouver Grizzlies,NBA,"$798,500",https://www.basketball-reference.com//players/a/abdulma02.html
1990-91,Orlando Magic,NBA,"$1,560,000",https://www.basketball-reference.com//players/s/scottde01.html
1991-92,Orlando Magic,NBA,"$1,980,000",https://www.basketball-reference.com//players/s/scottde01.html
1992-93,Orlando Magic,NBA,"$2,400,000",https://www.basketball-reference.com//players/s/scottde01.html
1993-94,Orlando Magic,NBA,"$2,820,000",https://www.basketball-reference.com//players/s/scottde01.html
1994-95,Orlando Magic,NBA,"$3,240,000",https://www.basketball-reference.com//players/s/scottde01.html
1995-96,Orlando Magic,NBA,"$3,150,000",https://www.basketball-reference.com//players/s/scottde01.html
1996-97,Orlando Magic,NBA,"$3,000,000",https://www.basketball-reference.com//players/s/scottde01.html
1997-98,Dallas Mavericks,NBA,"$2,920,000",https://www.basketball-reference.com//players/s/scottde01.html
1998-99,New York Knicks,NBA,"$1,000,000",https://www.basketball-reference.com//players/s/scottde01.html
1998-99,Minnesota Timberwolves,NBA,"$725,000",https://www.basketball-reference.com//players/s/scottde01.html
1999-00,Vancouver Grizzlies,NBA,"$1,100,000",https://www.basketball-reference.com//players/s/scottde01.html
2000-01,Washington Wizards,NBA,"$1,200,000",https://www.basketball-reference.com//players/s/scottde01.html
1990-91,Charlotte Hornets,NBA,"$1,500,000",https://www.basketball-reference.com//players/g/gillke01.html
1991-92,Charlotte Hornets,NBA,"$1,908,000",https://www.basketball-reference.com//players/g/gillke01.html
1992-93,Charlotte Hornets,NBA,"$1,908,000",https://www.basketball-reference.com//players/g/gillke01.html
1993-94,Seattle SuperSonics,NBA,"$2,000,000",https://www.basketball-reference.com//players/g/gillke01.html
1994-95,Seattle SuperSonics,NBA,"$2,600,000",https://www.basketball-reference.com//players/g/gillke01.html
1995-96,Charlotte Hornets,NBA,"$3,200,000",https://www.basketball-reference.com//players/g/gillke01.html
1996-97,New Jersey Nets,NBA,"$3,800,000",https://www.basketball-reference.com//players/g/gillke01.html
1997-98,New Jersey Nets,NBA,"$4,400,000",https://www.basketball-reference.com//players/g/gillke01.html
1998-99,New Jersey Nets,NBA,"$5,000,000",https://www.basketball-reference.com//players/g/gillke01.html
1999-00,New Jersey Nets,NBA,"$5,600,000",https://www.basketball-reference.com//players/g/gillke01.html
2000-01,New Jersey Nets,NBA,"$7,000,000",https://www.basketball-reference.com//players/g/gillke01.html
2001-02,Miami Heat,NBA,"$1,538,000",https://www.basketball-reference.com//players/g/gillke01.html
2002-03,Minnesota Timberwolves,NBA,"$1,030,000",https://www.basketball-reference.com//players/g/gillke01.html
2003-04,Chicago Bulls,NBA,"$1,070,000",https://www.basketball-reference.com//players/g/gillke01.html
2004-05,Milwaukee Bucks,NBA,"$912,195",https://www.basketball-reference.com//players/g/gillke01.html
1990-91,Minnesota Timberwolves,NBA,"$1,070,000",https://www.basketball-reference.com//players/s/spencfe01.html
1991-92,Minnesota Timberwolves,NBA,"$1,340,000",https://www.basketball-reference.com//players/s/spencfe01.html
1992-93,Minnesota Timberwolves,NBA,"$1,610,000",https://www.basketball-reference.com//players/s/spencfe01.html
1993-94,Utah Jazz,NBA,"$1,581,000",https://www.basketball-reference.com//players/s/spencfe01.html
1994-95,Utah Jazz,NBA,"$1,881,250",https://www.basketball-reference.com//players/s/spencfe01.html
1995-96,Utah Jazz,NBA,"$2,181,000",https://www.basketball-reference.com//players/s/spencfe01.html
1996-97,Golden State Warriors,NBA,"$2,694,000",https://www.basketball-reference.com//players/s/spencfe01.html
1997-98,Golden State Warriors,NBA,"$2,178,099",https://www.basketball-reference.com//players/s/spencfe01.html
1998-99,Golden State Warriors,NBA,"$1,650,000",https://www.basketball-reference.com//players/s/spencfe01.html
1999-00,San Antonio Spurs,NBA,"$510,000",https://www.basketball-reference.com//players/s/spencfe01.html
2000-01,New York Knicks,NBA,"$1,000,000",https://www.basketball-reference.com//players/s/spencfe01.html
2001-02,New York Knicks,NBA,"$1,000,000",https://www.basketball-reference.com//players/s/spencfe01.html
1990-91,Sacramento Kings,NBA,"$930,000",https://www.basketball-reference.com//players/s/simmoli01.html
1991-92,Sacramento Kings,NBA,"$1,289,000",https://www.basketball-reference.com//players/s/simmoli01.html
1992-93,Sacramento Kings,NBA,"$1,464,000",https://www.basketball-reference.com//players/s/simmoli01.html
1993-94,Sacramento Kings,NBA,"$1,743,000",https://www.basketball-reference.com//players/s/simmoli01.html
1994-95,Sacramento Kings,NBA,"$2,181,400",https://www.basketball-reference.com//players/s/simmoli01.html
1995-96,Sacramento Kings,NBA,"$2,676,000",https://www.basketball-reference.com//players/s/simmoli01.html
1996-97,Sacramento Kings,NBA,"$3,194,000",https://www.basketball-reference.com//players/s/simmoli01.html
1997-98,Sacramento Kings,NBA,"$3,716,500",https://www.basketball-reference.com//players/s/simmoli01.html
1998-99,Sacramento Kings,NBA,"$4,238,500",https://www.basketball-reference.com//players/s/simmoli01.html
1990-91,Los Angeles Clippers,NBA,"$950,000",https://www.basketball-reference.com//players/k/kimblbo01.html
1991-92,Los Angeles Clippers,NBA,"$1,150,000",https://www.basketball-reference.com//players/k/kimblbo01.html
1992-93,New York Knicks,NBA,"$865,000",https://www.basketball-reference.com//players/k/kimblbo01.html
1993-94,New York Knicks,NBA,"$1,150,000",https://www.basketball-reference.com//players/k/kimblbo01.html
1994-95,New York Knicks,NBA,"$1,435,000",https://www.basketball-reference.com//players/k/kimblbo01.html
1990-91,Miami Heat,NBA,"$2,000,000",https://www.basketball-reference.com//players/b/burtowi01.html
1991-92,Miami Heat,NBA,"$1,402,000",https://www.basketball-reference.com//players/b/burtowi01.html
1992-93,Miami Heat,NBA,"$802,000",https://www.basketball-reference.com//players/b/burtowi01.html
1993-94,Miami Heat,NBA,"$1,002,000",https://www.basketball-reference.com//players/b/burtowi01.html
1994-95,Miami Heat,NBA,"$1,052,000",https://www.basketball-reference.com//players/b/burtowi01.html
1994-95,Philadelphia 76ers,NBA,"$150,000",https://www.basketball-reference.com//players/b/burtowi01.html
1996-97,Atlanta Hawks,NBA,"$247,500",https://www.basketball-reference.com//players/b/burtowi01.html
1990-91,Atlanta Hawks,NBA,"$800,000",https://www.basketball-reference.com//players/r/robinru01.html
1991-92,Atlanta Hawks,NBA,"$1,025,000",https://www.basketball-reference.com//players/r/robinru01.html
1992-93,New Jersey Nets,NBA,"$1,225,000",https://www.basketball-reference.com//players/r/robinru01.html
1993-94,Charlotte Hornets,NBA,"$1,240,000",https://www.basketball-reference.com//players/r/robinru01.html
1996-97,Los Angeles Lakers,NBA,"$247,500",https://www.basketball-reference.com//players/r/robinru01.html
1997-98,Detroit Pistons,NBA,"$272,250",https://www.basketball-reference.com//players/r/robinru01.html
1990-91,Golden State Warriors,NBA,"$1,000,000",https://www.basketball-reference.com//players/h/hillty01.html
