season,age,team_id,lg_id,pos,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,link,all_star
2006,21.0,NOK,NBA,PG,64.0,64.0,36.8,6.0,13.6,0.43700000000000006,0.8,2.2,0.35,5.2,11.4,0.455,0.466,4.6,5.6,0.818,0.8,3.5,4.4,8.9,1.8,0.0,2.5,2.4,17.3,https://www.basketball-reference.com//players/p/paulch01.html,0.0
2007,22.0,NOH,NBA,PG,80.0,80.0,37.6,7.9,16.1,0.488,1.2,3.1,0.369,6.7,13.0,0.516,0.524,4.2,4.9,0.851,0.8,3.2,4.0,11.6,2.7,0.1,2.5,2.3,21.1,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2008,23.0,NOH,NBA,PG,78.0,78.0,38.5,8.1,16.1,0.503,0.8,2.3,0.364,7.3,13.8,0.525,0.528,5.8,6.7,0.868,0.9,4.7,5.5,11.0,2.8,0.1,3.0,2.7,22.8,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2009,24.0,NOH,NBA,PG,45.0,45.0,38.0,7.0,14.2,0.493,1.2,2.8,0.409,5.8,11.3,0.514,0.534,3.6,4.2,0.847,0.4,3.8,4.2,10.7,2.1,0.2,2.5,2.6,18.7,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2010,25.0,NOH,NBA,PG,80.0,80.0,36.0,5.4,11.6,0.46299999999999997,0.9,2.3,0.38799999999999996,4.5,9.3,0.48200000000000004,0.502,4.2,4.8,0.878,0.5,3.6,4.1,9.8,2.4,0.1,2.2,2.5,15.9,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2011,26.0,LAC,NBA,PG,60.0,60.0,36.4,7.1,14.8,0.478,1.3,3.6,0.371,5.8,11.3,0.511,0.522,4.3,5.0,0.861,0.7,2.9,3.6,9.1,2.5,0.1,2.1,2.3,19.8,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2012,27.0,LAC,NBA,PG,70.0,70.0,33.4,5.9,12.2,0.48100000000000004,1.1,3.3,0.32799999999999996,4.8,8.9,0.5379999999999999,0.526,4.1,4.6,0.885,0.8,3.0,3.7,9.7,2.4,0.1,2.3,2.0,16.9,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2013,28.0,LAC,NBA,PG,62.0,62.0,35.0,6.5,14.0,0.467,1.3,3.4,0.368,5.3,10.6,0.498,0.511,4.8,5.6,0.855,0.6,3.7,4.3,10.7,2.5,0.1,2.3,2.5,19.1,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2014,29.0,LAC,NBA,PG,82.0,82.0,34.8,6.9,14.3,0.485,1.7,4.3,0.39799999999999996,5.2,10.0,0.523,0.545,3.5,3.9,0.9,0.6,4.0,4.6,10.2,1.9,0.2,2.3,2.5,19.1,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2015,30.0,LAC,NBA,PG,74.0,74.0,32.7,7.0,15.1,0.462,1.6,4.4,0.371,5.3,10.6,0.501,0.517,4.0,4.4,0.8959999999999999,0.5,3.7,4.2,10.0,2.1,0.2,2.6,2.5,19.5,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2016,31.0,LAC,NBA,PG,61.0,61.0,31.5,6.1,12.9,0.47600000000000003,2.0,5.0,0.41100000000000003,4.1,7.9,0.518,0.555,3.8,4.3,0.892,0.7,4.3,5.0,9.2,2.0,0.1,2.4,2.4,18.1,https://www.basketball-reference.com//players/p/paulch01.html,0.0
2017,32.0,HOU,NBA,PG,58.0,58.0,31.8,6.3,13.8,0.46,2.5,6.5,0.38,3.8,7.2,0.532,0.55,3.5,3.8,0.919,0.6,4.8,5.4,7.9,1.7,0.2,2.2,2.4,18.6,https://www.basketball-reference.com//players/p/paulch01.html,0.0
2018,33.0,HOU,NBA,PG,58.0,58.0,32.0,5.2,12.4,0.419,2.2,6.1,0.358,3.0,6.3,0.479,0.508,3.0,3.5,0.862,0.6,3.9,4.6,8.2,2.0,0.3,2.6,2.5,15.6,https://www.basketball-reference.com//players/p/paulch01.html,0.0
2019,34.0,OKC,NBA,PG,70.0,70.0,31.5,6.2,12.7,0.489,1.6,4.3,0.365,4.6,8.3,0.5539999999999999,0.552,3.6,4.0,0.907,0.4,4.6,5.0,6.7,1.6,0.2,2.3,2.3,17.6,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2020,35.0,PHO,NBA,PG,70.0,70.0,31.4,6.3,12.6,0.499,1.5,3.7,0.395,4.8,8.9,0.5429999999999999,0.557,2.4,2.6,0.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4,16.4,https://www.basketball-reference.com//players/p/paulch01.html,1.0
2021,36.0,PHO,NBA,PG,5.0,5.0,31.0,4.2,9.6,0.43799999999999994,1.0,2.4,0.41700000000000004,3.2,7.2,0.444,0.49,3.4,4.4,0.773,1.0,2.8,3.8,10.6,2.2,0.2,2.4,2.0,12.8,https://www.basketball-reference.com//players/p/paulch01.html,0.0
2005,21.0,CHA,NBA,PG,80.0,54.0,30.1,4.3,11.0,0.391,1.2,3.4,0.358,3.1,7.7,0.405,0.446,2.0,2.8,0.725,1.0,2.4,3.3,5.6,1.3,0.1,2.3,2.3,11.9,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2006,22.0,CHA,NBA,PG,78.0,75.0,36.3,5.0,13.1,0.384,1.3,4.0,0.33,3.7,9.1,0.40700000000000003,0.434,2.6,3.3,0.797,0.7,2.8,3.4,7.0,1.5,0.1,2.9,2.3,14.0,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2007,23.0,CHA,NBA,PG,79.0,79.0,37.6,5.2,12.6,0.413,0.7,2.5,0.28,4.5,10.1,0.447,0.441,3.3,4.1,0.8,0.5,2.5,3.0,7.4,1.2,0.2,2.7,2.3,14.4,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2008,24.0,CHA,NBA,PG,82.0,81.0,37.6,5.4,13.2,0.408,0.7,2.5,0.285,4.7,10.7,0.43700000000000006,0.435,2.7,3.3,0.805,0.7,3.1,3.8,6.7,1.5,0.4,2.8,2.3,14.2,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2009,25.0,CHA,NBA,PG,80.0,80.0,33.0,4.9,10.6,0.45899999999999996,0.8,2.0,0.385,4.1,8.6,0.475,0.494,1.7,2.2,0.763,0.7,2.9,3.6,5.6,1.5,0.3,2.1,2.2,12.1,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2010,26.0,TOT,NBA,"PG,SG",75.0,54.0,36.5,5.7,13.4,0.425,1.5,4.4,0.353,4.1,9.0,0.46,0.483,2.6,3.2,0.805,0.6,2.9,3.6,8.3,1.7,0.1,2.9,2.0,15.5,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2011,27.0,POR,NBA,PG,60.0,56.0,31.8,4.4,10.7,0.40700000000000003,1.0,3.4,0.305,3.3,7.3,0.45299999999999996,0.455,1.7,2.1,0.8059999999999999,0.5,2.0,2.5,6.5,1.3,0.2,2.8,2.0,11.4,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2012,28.0,NYK,NBA,PG,68.0,68.0,34.0,5.5,13.0,0.42700000000000005,1.4,3.8,0.36,4.2,9.2,0.455,0.48,1.5,1.9,0.789,0.8,2.1,2.9,5.5,1.4,0.2,2.3,1.9,13.9,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2013,29.0,NYK,NBA,PG,65.0,65.0,31.0,3.7,9.4,0.395,1.0,3.0,0.318,2.7,6.4,0.431,0.446,1.4,1.9,0.721,0.8,2.2,3.0,5.6,1.2,0.4,2.0,2.4,9.7,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2014,30.0,DAL,NBA,PG,29.0,3.0,9.7,1.5,3.7,0.406,0.3,1.2,0.294,1.1,2.5,0.45799999999999996,0.45299999999999996,0.4,0.5,0.8,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,3.7,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2015,31.0,DAL,NBA,PG,80.0,31.0,27.4,3.5,8.5,0.406,0.8,2.7,0.282,2.7,5.9,0.46299999999999997,0.45,1.9,2.2,0.847,0.5,2.8,3.2,3.6,0.9,0.2,1.5,1.8,9.5,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2016,32.0,LAC,NBA,PG,80.0,11.0,21.3,2.8,6.4,0.43,0.6,1.8,0.319,2.2,4.6,0.473,0.475,0.6,0.8,0.7809999999999999,0.4,2.3,2.7,2.4,0.8,0.3,1.0,1.6,6.7,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2017,33.0,OKC,NBA,PG,82.0,2.0,16.6,2.7,6.7,0.406,1.0,2.8,0.35200000000000004,1.7,3.9,0.444,0.479,0.4,0.5,0.818,0.3,1.6,1.9,2.5,0.6,0.2,0.9,1.1,6.9,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2018,34.0,OKC,NBA,PG,33.0,0.0,11.5,1.7,4.1,0.40700000000000003,0.6,1.8,0.32799999999999996,1.1,2.2,0.473,0.48100000000000004,0.4,0.4,0.9229999999999999,0.1,0.9,1.0,1.6,0.3,0.2,0.4,0.9,4.3,https://www.basketball-reference.com//players/f/feltora01.html,0.0
2005,19.0,POR,NBA,SF,61.0,18.0,17.5,2.3,5.7,0.39899999999999997,1.1,3.0,0.35700000000000004,1.2,2.7,0.446,0.493,1.0,1.2,0.8590000000000001,0.5,1.7,2.1,0.6,0.3,0.2,0.7,1.5,6.6,https://www.basketball-reference.com//players/w/webstma02.html,0.0
2006,20.0,POR,NBA,SF,82.0,27.0,21.5,2.4,6.0,0.396,1.1,3.0,0.364,1.3,3.0,0.43,0.489,1.1,1.6,0.705,0.5,2.4,2.9,0.6,0.4,0.2,0.9,1.5,7.0,https://www.basketball-reference.com//players/w/webstma02.html,0.0
2007,21.0,POR,NBA,SF,75.0,70.0,28.4,3.7,8.7,0.42200000000000004,1.6,4.2,0.38799999999999996,2.1,4.5,0.45399999999999996,0.516,1.6,2.2,0.735,0.7,3.2,3.9,1.2,0.6,0.4,1.1,2.1,10.7,https://www.basketball-reference.com//players/w/webstma02.html,0.0
2008,22.0,POR,NBA,SF,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com//players/w/webstma02.html,0.0
2009,23.0,POR,NBA,SF,82.0,49.0,24.5,3.2,7.8,0.405,1.5,4.0,0.373,1.6,3.7,0.44,0.502,1.5,1.9,0.813,0.6,2.7,3.3,0.8,0.5,0.5,0.7,1.9,9.4,https://www.basketball-reference.com//players/w/webstma02.html,0.0
2010,24.0,MIN,NBA,SF,46.0,1.0,23.8,3.3,7.4,0.447,1.2,2.9,0.41700000000000004,2.1,4.5,0.466,0.528,2.0,2.7,0.77,0.8,2.4,3.2,1.2,0.6,0.2,1.3,2.2,9.8,https://www.basketball-reference.com//players/w/webstma02.html,0.0
2011,25.0,MIN,NBA,SF,47.0,26.0,24.3,2.4,5.8,0.423,0.8,2.3,0.33899999999999997,1.7,3.5,0.479,0.491,1.2,1.5,0.792,0.9,2.7,3.6,0.9,0.7,0.4,1.0,1.8,6.9,https://www.basketball-reference.com//players/w/webstma02.html,0.0
2012,26.0,WAS,NBA,SF,76.0,62.0,28.9,3.7,8.4,0.442,1.8,4.3,0.42200000000000004,1.9,4.0,0.46299999999999997,0.551,2.2,2.6,0.848,0.7,3.2,3.9,1.9,0.6,0.2,1.2,2.2,11.4,https://www.basketball-reference.com//players/w/webstma02.html,0.0
2013,27.0,WAS,NBA,SF,78.0,13.0,27.7,3.3,7.5,0.433,1.9,4.8,0.392,1.4,2.8,0.502,0.557,1.3,1.6,0.84,0.5,2.4,2.8,1.2,0.5,0.2,0.7,1.9,9.7,https://www.basketball-reference.com//players/w/webstma02.html,0.0
2014,28.0,WAS,NBA,SF,32.0,0.0,11.0,0.8,2.8,0.264,0.3,1.3,0.233,0.4,1.5,0.292,0.319,1.5,2.0,0.75,0.3,1.1,1.4,0.5,0.2,0.0,0.7,0.8,3.3,https://www.basketball-reference.com//players/w/webstma02.html,0.0
2005,21.0,TOR,NBA,PF,81.0,36.0,29.1,5.4,11.6,0.46299999999999997,0.9,2.6,0.327,4.5,9.0,0.503,0.5,1.4,2.0,0.706,2.2,4.2,6.4,1.1,0.7,0.8,1.2,3.0,13.0,https://www.basketball-reference.com//players/v/villach01.html,0.0
2006,22.0,MIL,NBA,PF,39.0,17.0,25.2,4.6,9.8,0.47,0.7,2.2,0.337,3.9,7.6,0.508,0.508,1.9,2.3,0.82,1.6,4.3,5.8,0.9,0.6,0.3,1.4,2.8,11.8,https://www.basketball-reference.com//players/v/villach01.html,0.0
2007,23.0,MIL,NBA,PF,76.0,31.0,24.1,4.7,10.7,0.435,0.7,2.4,0.297,3.9,8.3,0.475,0.469,1.6,2.1,0.7829999999999999,1.9,4.2,6.1,1.0,0.4,0.5,1.4,2.3,11.7,https://www.basketball-reference.com//players/v/villach01.html,0.0
2008,24.0,MIL,NBA,PF,78.0,47.0,26.9,6.2,14.0,0.447,1.1,3.3,0.345,5.1,10.7,0.479,0.488,2.6,3.1,0.838,2.0,4.7,6.7,1.8,0.6,0.7,1.8,3.3,16.2,https://www.basketball-reference.com//players/v/villach01.html,0.0
2009,25.0,DET,NBA,PF,78.0,16.0,23.7,4.7,10.6,0.439,1.3,3.6,0.35100000000000003,3.4,7.0,0.484,0.499,1.4,1.7,0.815,1.1,3.6,4.7,0.7,0.6,0.7,0.9,2.9,11.9,https://www.basketball-reference.com//players/v/villach01.html,0.0
2010,26.0,DET,NBA,PF,76.0,11.0,21.9,4.1,9.3,0.442,1.6,4.3,0.387,2.5,5.1,0.488,0.53,1.2,1.5,0.767,0.7,3.2,3.9,0.6,0.6,0.6,0.9,2.3,11.1,https://www.basketball-reference.com//players/v/villach01.html,0.0
2011,27.0,DET,NBA,PF,13.0,0.0,13.8,2.7,7.0,0.385,1.2,3.5,0.33299999999999996,1.5,3.5,0.435,0.467,0.5,0.5,0.857,0.7,3.0,3.7,0.5,0.5,0.4,0.5,1.9,7.0,https://www.basketball-reference.com//players/v/villach01.html,0.0
2012,28.0,DET,NBA,PF,69.0,0.0,15.8,2.5,6.7,0.377,1.3,3.8,0.34700000000000003,1.2,3.0,0.415,0.474,0.4,0.7,0.551,0.7,2.8,3.5,0.8,0.4,0.6,0.6,1.4,6.8,https://www.basketball-reference.com//players/v/villach01.html,0.0
2013,29.0,DET,NBA,PF,20.0,0.0,9.0,1.8,4.6,0.38,0.7,2.8,0.25,1.1,1.8,0.583,0.457,0.4,0.7,0.5710000000000001,0.3,1.4,1.7,0.3,0.2,0.3,0.4,0.8,4.6,https://www.basketball-reference.com//players/v/villach01.html,0.0
2014,30.0,DAL,NBA,PF,64.0,1.0,10.6,2.3,5.7,0.414,1.3,3.5,0.376,1.0,2.2,0.475,0.529,0.3,0.5,0.5710000000000001,0.5,1.9,2.3,0.3,0.2,0.3,0.4,1.0,6.3,https://www.basketball-reference.com//players/v/villach01.html,0.0
2015,31.0,DAL,NBA,PF,62.0,4.0,10.7,2.0,5.3,0.382,0.8,2.8,0.273,1.3,2.5,0.503,0.45399999999999996,0.4,0.4,0.917,0.4,2.1,2.5,0.4,0.3,0.2,0.5,1.1,5.1,https://www.basketball-reference.com//players/v/villach01.html,0.0
